"name",lat,lng,url
"Zehntscheuer Teningen",48.126084,7.80575,"http://lh6.ggpht.com/zmZT79hAxRhR-7IDLERlYl4Aea5uQjUDcnRPbhOxL3D8e3AL2c_RvB_cC6HzMt_yVHcKWVzTTHesO4AsaA5O"
"Ev. Kirche Teningen",48.129707,7.805726,"http://lh3.googleusercontent.com/WszhKQoH9PY727uriXDi1UnVucephi63SwDttN90ja3-ZyRk68zt12lTSFxZH9M3-KTk9DlTRINvdT8R1Yac"
"Kronenplatz",48.127039,7.810693,"http://lh3.ggpht.com/OeqhWAjJRPmtOHuVoWDRnTlFlB_bVHL4VcAAmQa81VCS6MVzOcgsVkKDUBcjyAsZx9kTVWz0jU2jE9I3IJ0"
"Weinlehrpfad Grauer Burgunder",48.090578,7.920824,"http://lh3.googleusercontent.com/brpJfHP7wS_jmmdz131y9spNcbdcHiWXyv2ZW4BQx9WgIdVQpf4CLgQbbsB45pW0cjz-h7TWE7kKY032st_s"
"Geschlossener Brunnen ",48.163792,7.832127,"http://lh4.ggpht.com/YjhyIlnnVqzCtaNNEqCskC6ZLFtbb4reQ1DvT5MtQ_3Xr6HiBnWs1LYOIza_80UujWGoe_CBNJ7JX9Rm8Y7Biw"
"Burgruine Landeck",48.149875,7.840482,"http://lh3.ggpht.com/qx9gmncsIXYFoOIsC-YOLnGWXdNmZyPe3Dowzl2wI8841mOkAh1w8cP8WIOGMM2b9SQarF1ww19ANzF-vtFJKQ"
"Mundingen Skulptur",48.129357,7.827101,"http://lh3.ggpht.com/SijOAUtDtjh_xyXemXpRQ8UmcQxG-oeJALlf5iUdqA8sgKSBQLBQ9Jplbf1EkIbWiRxKihSmCyHSzBCU237n"
"Bahnhof Teningen-Mundingen",48.129303,7.823565,"http://lh6.ggpht.com/ULAmpStl5X_1sO2aw-AsLR-cw1WfLJL8TEtyfxQdSdbeYkj1pYfcvjogyxITE8J_qynf4YmDkBjDtLFdvt33Tw"
"Das Hohe Werk (Bollwerk)",48.116453,7.899774,"http://lh3.googleusercontent.com/ZS3Qysxo2PWj7fFxumQlcaOssJS9qzcVe3QVG6IhMSb656bAXqnTl1Ie0L0oGwpzzzPBKF8Ln_HjnLUKZMYNqw"
"Hochburg Oberburg Ruine",48.117053,7.90049,"http://lh3.ggpht.com/p7nd7Y3ehp0lvcnz0zV5ojZqfXEqPUECv6Yr69zchj3S1G1EKFSZ9frJ1-BIEfoRQ8Mj4bKUPcoDcXDsUB9PupHWi-3DU8ELIeDe0_5_QOXtu9B-"
"Kriegerdenkmal",48.162139,7.79676,"http://lh4.ggpht.com/EYDQLy18tVLBcooGCx1FXSi3XSIKHpfHdxKErRFNGrlLgaczwwkPImD7xNPu0L6yjxEpfpIWQ5qbMfxxkY4"
"Historischer Brunnen No. 6 of 7",48.162295,7.83021,"http://lh3.ggpht.com/EKVlxoMDl9FAQLZvvxln5OadLeUlXKcUbdEaQ9tIiAdDSILi1ZvUT1MI7hz0rJvUivKJL5z20G2ddgFDiBkEfw"
"Blechkunst",48.120473,7.751389,"http://lh6.ggpht.com/tYTdbAPuAQ7hVXLKgmyWawKjqcfBuB77Sgpgq13f3t33JVW0inTNs6pfZHPjIZCg0nzaSOS9AMlWWo9J95lZTg"
"Nicolas Cages Skaters Place",48.122403,7.754487,"http://lh3.ggpht.com/cxJUgR0SqqBZlo_qolwH7tG6KXnxyR4TnIBhEqVQJ1AzqH9S9uQHNR5E7UPOYoHv1EjvCMRDB2t0iTiPVFdKWA"
"Nepomukstatue",48.152386,7.753406,"http://lh5.ggpht.com/AIfwUeJGlx8H1y8-SYBcncKBrZm277SKfwT9cq6DIYLzxQDCWhh0bIOqitAl5y2ahMwCw9PQ8-l34S4cWUUU"
"Brunnen",48.150293,7.752268,"http://lh5.ggpht.com/McswHluscUvWInmDPH7tn3-3LL8lXa2z5xRi5wTgtbxn6CAWAqCJs2eyapQaZm2-Y2nMlHz-JIUp7etIBAg"
"Grossherzog Leopold Memorial",48.153835,7.754202,"http://lh5.ggpht.com/DwIQxrvwA_Q3oIyUYi_o8oUP5XYnSQb2ZBt6pBATQx-P-MCPfMoh7YlzNLa-RgRvl5XiZMoREppid2KbHE4"
"Mutter Erde",48.147145,7.744655,"http://lh4.ggpht.com/gY34XbIUba8CTcFo9MtHE9t9fSGF1ShCXPEv3v3Zu4fC6Yt10vz7ZwisENrvVjGdXGP1H1YyhFblJ19ipKr7"
"Das sonnige Tor zum Kaiserstuhl",48.14389,7.745142,"http://lh6.ggpht.com/Xsm92_3A902Xh3U2Lyq6DTkoBuVy98tO6vVMXIaewc-MY7DwcVeF0R8vBGKa3vaAYz8faEyO1M4BlbP9i2tb"
"Zum Hirschen",48.116753,7.853558,"http://lh6.ggpht.com/8YLZWEGL80ozZ2A7RRXRbnhSJCxUf1h--CWTCYjZCzie3zFT3izS_5Oun2E0Vvub3KTjFCYd24yQuenY4wId"
"Stahlformen ",48.112466,7.8557,"http://lh3.googleusercontent.com/M7mS9TNBMOMjnURSlGr_v69zDtuer0s8C3PiEKfXk76y5C4yNVV7eZvjVy-ESpQMJw49mmBhTPrueFt8nsg"
"Schwarzer Schwan",48.111819,7.861936,"http://lh6.ggpht.com/WeMgCg1nImCFPowjfItNUn7V_MzqYzD4h7JlGNBKqzK-FZUC3cn4FFjxM1koaKJ3f88X6qHug3FwAgVXAXDXeg"
"Die verschwundene Kapelle auf dem Wöpplinsberg",48.13642,7.853997,"http://lh3.googleusercontent.com/a_Cn0O0sxuZ3F872atb5FF-sv3ORMqMKu7Ei57lu3UcLml2LymCY06QhbUel38IgfC9X8mYWzsQIP2-ib6s0eQ"
"Evangelische Stadtkirche",48.121292,7.849221,"http://lh3.ggpht.com/PyQ4rWfbNjN8ERXR4KuaRyVQqM5NoSfSscLA9LoiEkjGXv52HwQKJB7ccfPetNKnJtlkGN3c8-2bbgAFRxsPbA"
"Weißer Ritter",48.120073,7.851142,"http://lh5.ggpht.com/gMKBq7SYKxC0rJ0lyD-bVkv76sUc25oDfkB2SdEnwcOkVlXj_0nwnYO7P-ivm6Ymbzho3yjbP9m7WEDkbiMcRA"
"Niederemmendingen",48.123109,7.841615,"http://lh3.googleusercontent.com/4LjT4G5EAf9Y9Y9G1258PZzjTRgu2aVoVwhYmDVjqmDvQAmoCqhxiQ6K5c1--YL4QghvJbbtDreGNXS63gyG"
"Zum Fuchs",48.121742,7.848257,"http://lh5.ggpht.com/_wuZ7l5Fhhi4RVIDH6yIQ1WEruUe-p9t7BngGVE1L4-N2YWNuMJgSJ2QoE99xCF1tQVWuTE2PZPQak186aPfrQ"
"Spuckende Schnecke",48.120754,7.847784,"http://lh3.ggpht.com/ssqUdNEtenruAyu8svpTHYseaFl3R07M_2bRL58AOmK7R-LOfW3AmeMJ_1NNF-pXmdJELeinBumE-FL2pmFV"
"Krone",48.120112,7.849509,"http://lh4.ggpht.com/C8xrAPDD9zL91Bpr2nYHuwPG8ZYzlpk-bRBakqIDzEBRoDFhGpzTKlTuq6PQWrEIWqOhxDuc9bmyDyRGCtiLHw"
"Dampfbrunnen",48.118172,7.846934,"http://lh4.ggpht.com/bfmhKQBKfuZASn6KqUEYnvHh_5gcnsvY7ESlhKwKHU-fTHRJIHrrC5eBL7i_p-K5Lm7Qy0vjBYbVQ9yPZSFE"
"Stadttor Emmendingen",48.121798,7.847992,"http://lh3.googleusercontent.com/sIrRCCXd6Esjl_FQuuR6birnval5dhmaL2eeR4xLwHVboKdxWC-S38HM1qFzLJHkfXzUcedQxh1owYsdViS1"
"Busbahnhof Emmendingen",48.119636,7.848163,"http://lh4.ggpht.com/l554QWFvzGodyZcmRI4u9NHS5mRO7_t4cLMEBgx9jjdZhoWpbmVWfPNC4ATVG7qz5TpWMvU1km28nZkuuwbC"
"Brunnen am Marktplatz",48.12058,7.849766,"http://lh4.ggpht.com/Zr2sA3pGCGW6YEVSBu7-vuCXIlFfdeT6btgz-noAqHtyEFa-ifeaoozYVDMU2hX2Q0UkVn74U3iCfoEcUmZW4Qp91M__O0HTUXE2hcuTkb1hcDrc"
"Contemporary Art Elz",48.112924,7.846869,"http://lh3.googleusercontent.com/OitwC-N2UZ0vslGl-F1skkI3RzFNGsPPq_VeC1oodJp87X3LWQgNAEbyni4uUJSCUeBq13xEugkUUZi7fTy8"
"Stühle Für Riesen",48.110936,7.84827,"http://lh6.ggpht.com/mbaqbpm42eZdP-74WtTf_2gl8T8FvwAEByZKH2WRyjQkMagt3as5a8tuWFhE-4zeYZD_pQhFTkf25bnXP8XWuw"
"St. Marien",48.145917,7.738407,"http://lh6.ggpht.com/JjMnUGLi3whXz3F1le898l7ksWeTpUY3ULXeYXTiJ9ItgES-szyUIoh8nOfO2-rf489u4RCaRYX8KxhzcDW-kw"
"Figur Denzlingen",48.07533,7.881804,"http://lh3.googleusercontent.com/-bpPPOSYSgASnye5ZmPRzT_0rUDPWbeWUtFAklX_u6ul1lmSLOOuj2Dq1o6XWRIbYOUbCjCGwA2v9oxj4FtP"
"Bahlinger Wasserreservoir",48.116985,7.735615,"http://lh6.ggpht.com/3wZyDT8ixXvEle5dvcIb8_52w7uhj3EA3RseG-XRjjKAlWw-hubUBwKDNVr1TR4d4tWTn_7RidHxNeZABIo"
"Eule",48.160368,7.827773,"http://lh4.ggpht.com/kGKLwQq6trbcpPzTe-naCPF-mtDWipNAWhmBqoTbH9BgZnuj10reEcA1199X2Xc0RMEif-WVwtFmVRHGLdKH5A"
"Historischer Brunnen No. 7 of 7",48.161645,7.829396,"http://lh4.ggpht.com/FzxhXSdeGN8CP9Wsl6sUI__c-jhY2z_mMVe-OUKfeFSqc0GKV6lpI4eHcPEeXFEg13ZKZbykYpLY7BnIlHSq"
"Heimbach Bär",48.159438,7.823609,"http://lh3.ggpht.com/OK-LRONi7KnRTX2H2D1Je4LS6jqyDKhegABea-NcN3WS6i5ln76Br6TMgjEHtFNUANyYPTfGYeY3sfPve1fh"
"Freundschaft La Ravoire Teningen",48.122671,7.817798,"http://lh3.ggpht.com/vpSDz15mHh_1MA631Pwb4VMg51AFJ5eg8qhEmO9enEsriqeMcBr1eCxmrQZEjuKaBddu5S4NwUbZDU8lJyk3"
"Feuerwehrbrunnen",48.12377,7.816124,"http://lh6.ggpht.com/vtSR36WL6i0-Ckzp29E6WkoTiEOGFnpLqCiP9PTgPZ6AIzuIvULwCzqeUwhzS_PD_4VXr8YIhmFAD-T8u60Juw"
"Alte Hobelmaschine",48.091433,7.893809,"http://lh5.ggpht.com/yRTYRGRiAbG8a7T54W7iqp5AEzypmhdez8d71Gfgt687rbMouGILlyD3iKk8MLsgp5nEiV2mu1M1wMnNyNhfkg"
"Gasthaus Oma Luises Küche",48.093129,7.893795,"http://lh5.ggpht.com/aP1DwO-GyniiPOrlRywQKDLyZXgSbwwokKcoEbxEclFP79mpzx-6I12O5DHsmroj1ZJhp5e7gx9EfExsljOLPg"
"Sparkassenbrunnen",48.13899,7.805596,"http://lh3.ggpht.com/tJDNu4oHmZCy6Vf2nYrFjqPF7-SwPJcEKa5zI77EArpi1lD_008uA-Vy3w7tFoRklepMgr2XdCYT18q3qUVi"
"WW1 Memorial",48.13841,7.805209,"http://lh3.ggpht.com/m32LgAH_pIqVL9MQduoQ6GlzJKGKkPF_6mc-4RgIlpvjrkrckOtjMWCB8KHzSEJHswR_gLRw__9Ion_4dbK4YA"
"Hochburg Lageplan",48.11817,7.900584,"http://lh3.googleusercontent.com/bhzD8tsCbTorQYojawnKR0JpcTweSb7XyJPNJZgtl6DnUieKhMKpxFi_kcdi0Ko11B5NWIOunPQo1tI4sRfkyg"
"Jokilibrunnen",48.092607,7.963108,"http://lh3.ggpht.com/HrOJqcI7oFA1J1vExmL_-beYWbYML-Fe6dt0-GprQVzbU_XboeTs_yI0bosm_iBSbqaP5L757YzQVLNerss"
"Zwei Säulen",48.122258,7.748229,"http://lh3.ggpht.com/CbJeT5JzKZnXxk6ZNy9zoi_Kd8TzzDLFkjIReVtYj-QLxG69t2l7MUkJUduzSGKMAOVzaiBOgTblXyCM6cAjKA"
"Oophaga sylvatica",48.123158,7.74031,"http://lh4.ggpht.com/fvwSL2Hh_CSayvNfxvbAZOWIxj5KZgA5ZqoUFIJa34-pan_rodW76Ibo820jS92bm4SwwYxkG59-IRGRGHTg"
"Bahnhof Bahlingen-Riedeln",48.118051,7.747708,"http://lh5.ggpht.com/reAyRTAvlMYX4zW1VhJ9B6GEX8QMkal0Yq0flzs5uRJSSOZmBfITf8yUkzEK4gRxNoFssWQRVT8cHgJcoINe1g"
"Bahnhof Bahlingen",48.124411,7.741689,"http://lh4.ggpht.com/AepvIjFXptMYdynRM1YAQ3WDXDIpGBIdrg3AjaG0IA_SoAqLTyIbK3yvVFTSoAk_HaPBqHpav1IGioUs0OZagg"
"HGJ",48.127023,7.747238,"http://lh4.ggpht.com/LM-vdASsfA71Sf3XijzYJYQ4wPP1cN8LHU_pb7WAJO5K_xw5l2wumf4hrtNze9b_aHXaGz6lP8J---rchg"
"Rathaus von Eichstetten",48.09406,7.745533,"http://lh6.ggpht.com/Ui-dN1ANRpPXsfKGzp3LPMX3qgtJ51E4v0DUG5jWgQHYAX51964aIEQeq-NhXGsgY6AS6gBW-86zIrRbrR9e"
"Bahnhof Eichstetten",48.093016,7.748081,"http://lh5.ggpht.com/-a2sxLBiRijMY5L2IoJGSwt9MGzxf7Jdi_RxFP4CfnF6J2DuYLwXB4XvDH_rioYVkwdCcVizhTlWuXhxBluG"
"Mosaik",48.150094,7.742821,"http://lh5.ggpht.com/GSCTW6F_M3sjOSK0WjIjhN4nRkcjHT8bC8ITzeCbuOOJoB5fKmjWptpsGQqYHcIP5tmeN6VXtXxXciQVv4fyrg"
"Mariengrotte",48.150433,7.748356,"http://lh4.ggpht.com/n5ruq2Yeu0f2f14GCbrIi1SOLiB-HzEktzQMojY5EROYwXjDYiea-Kl2ptxD1WoIAILcqo39p8GGbnuOM2088g"
"Historischer Seiteneingang Friedhof",48.153335,7.747172,"http://lh3.ggpht.com/h3kxflC7E71E2_S3hJdvrUGHaFX02uQPM3pnvKl4TxSGTGn2Fhrf6HhZJOM8Yg8yib1x80HsLs1hGgkUBtZwjw"
"Kirche Riegel",48.151787,7.749684,"http://lh6.ggpht.com/oUuZ7uZjy-_srX-3QodnrUOvTLvIKZv8vdCfiOTqq-wxQsJCNp9ghx3acpCMthhcqurg2UEwJOR2dKg-0AHl"
"Feldarbeit",48.123665,7.737033,"http://lh5.ggpht.com/xNTqR6E5LM5abAIO4vm7bdTo21BaF0yqJ9oI96ep-rfkJp_AKycL3xWIxr0fBa7TTtS85zidofPfPOlQ_sc"
"Weintrotte",48.122841,7.73924,"http://lh4.ggpht.com/OXAJFKkWM9XRDozzFhrPi3oIy2FSiqYuTkEb-GQ2cKc0jbKQEbsJ4b1C9MDHsXEZn_ZI_O6ziY8FEtepA3I"
"Bahlinger Kirche",48.124434,7.736659,"http://lh5.ggpht.com/rIxtlP8XX8AI1qHMftQpQiZGFu4BFWblRiijjBzKbEmShcuzBu-v8G0j4IpuhRl7Uyr8jYqKVchCIl6OqGmc"
"Vulkanbrunnen",48.121654,7.735038,"http://lh3.ggpht.com/NcXaSgsLco6Crhp-PsiBVlrRajoXEKBTG5daedOugIp4SksSr3ob1AvIPk48ok-t-URcV37UG-oVYvoTyw8H"
"Kriegsdenkmal",48.12488,7.735389,"http://lh4.ggpht.com/fCRmizimJqbT2ZBe6xc4V8qvBcShuLmK_aoEALxeM6n1MMKONaCvODBQvOqKh_zFj_xW3KI9hCvZYqkCdn2Bfg"
"Enger Gürtel",48.123004,7.737005,"http://lh3.ggpht.com/DMVGHdm20DI408D1eSS_gsdgenYenCt1GDpAXRPiYjMoywbBQuFEGiFgDB2q6zqkAWxiZh0wltNSPy4yT2rZ"
"Feldarbeit",48.122606,7.735636,"http://lh6.ggpht.com/CjTnqxKDjUlPFbfMGd9cR_8Wy0wNw-4aqkvqZKmEjq3NhoqaJ0Dijjz7OzFY03bZ5pZk12hr1QqGmIYYRdAQ"
"Denkmal Für Alfred Döblin.",48.115649,7.86554,"http://lh3.googleusercontent.com/oaLR4LVowUr_zBaKE6MZgMkyWG5rUf7JSiUhjCf5WmAeAt4e482Qc83Q_Gt2riR1yfBHRVFd4nvKCTyNmTSV"
"Weiherschloss Emmendingen",48.117267,7.864989,"http://lh3.googleusercontent.com/CLYFFRFrn7u5wxvv-PJX24W4TePEgVd8GkAdq3_IkNYJ_4M6RvTBv-v8R_Ccs9wCgGEARK4mSvEAn9KmRyNvQw"
"Uralter Felsen-Moos-Brunnen ",48.114799,7.867533,"http://lh3.googleusercontent.com/YepUQJJfqOJvs1muzTICNwsKF-7DlNhIIWNIgvebpthBcur7CKVJO8L4tGxBc3xeO3Wu0sGxnGhkbGk8bWeEvQ"
"Jesus Kreuz der Wanderer ",48.164691,7.829642,"http://lh3.ggpht.com/czZHCdwKzFDJoNd8fQaFzQ3yjUwXMH7NZ0CufaFP-OuWhtR9QKXSPi_53VJDnju-PUW4Qztv4n-XGuirMvrL"
